Year,Region,Latitude,Longitude,Disaster Type,Severity Score,Claim Frequency,Claim Amount (USD),Risk Score,Risk Category
2014,Mexico,23.4104,-102.0617,Drought,6.6,346,9045857.46,30.8,Low
2022,Australia,-26.1043,133.1662,Flood,6.3,608,22735732.71,33.6,Low
2022,China,37.8494,105.87,Drought,6.7,1222,32548461.85,42.3,Medium
2013,UK,57.146,-2.7552,Flood,5.1,779,20078967.28,30.2,Low
2019,Mexico,22.3834,-102.9329,Earthquake,9.2,541,95924105.99,51.8,Medium
2022,Italy,42.7005,13.9162,Flood,6.3,1512,84723432.48,48.8,Medium
2015,Brazil,-13.4212,-51.8333,Wildfire,7.9,339,24551108.65,37.4,Low
2013,India,19.3822,80.737,Hurricane/Typhoon,6.7,637,44225585.42,37.6,Low
2020,Germany,50.4461,10.3864,Earthquake,7.7,344,59340388.15,40.2,Medium
2013,Philippines,12.9802,119.9365,Drought,4.2,1303,32519007.12,33.1,Low
2019,Brazil,-15.5366,-52.6654,Flood,4.1,1440,46541610.13,35.5,Low
2014,India,20.7411,80.255,Wildfire,7.0,570,49406979.1,38.6,Low
2020,Japan,35.6833,139.0467,Drought,3.4,480,13366618.34,19.7,Low
2022,Philippines,11.1619,120.5844,Flood,6.9,263,4480343.0,30.7,Low
2021,India,22.1913,77.4253,Earthquake,9.2,725,128786484.05,56.9,Medium
2022,Mexico,25.5676,-100.6017,Tornado,5.7,215,4877362.54,25.4,Low
2020,USA,36.0747,-95.0359,Tornado,5.9,302,18908324.41,28.5,Low
2020,Italy,41.109,14.3211,Wildfire,9.1,469,46111933.67,45.7,Medium
2023,India,20.2446,78.0723,Drought,6.3,1099,16560292.13,37.8,Low
2012,USA,37.8601,-97.5428,Wildfire,5.6,278,15272403.94,26.7,Low
2020,USA,35.7257,-94.5452,Flood,6.4,885,50850011.94,39.5,Low
2011,Japan,36.9236,139.9725,Earthquake,7.9,341,62287391.18,41.2,Medium
2020,Japan,37.244,137.8296,Tornado,4.9,54,2877389.96,20.4,Low
2020,Germany,49.6685,12.4322,Hurricane/Typhoon,5.4,1236,52260397.98,39.2,Low
2010,India,18.9244,79.7345,Flood,6.0,1719,59674887.77,47.2,Medium
2014,USA,37.478,-97.5458,Drought,6.1,487,12355669.33,30.5,Low
2022,Philippines,11.045,119.8268,Flood,7.9,1227,69304383.17,50.8,Medium
2017,India,19.3926,79.5365,Earthquake,6.5,348,48953630.36,34.4,Low
2010,Japan,36.7089,137.5936,Wildfire,5.1,501,27483257.69,28.2,Low
2019,Japan,36.3142,138.4774,Flood,8.3,432,8644951.16,38.4,Low
2015,USA,37.1622,-97.6402,Wildfire,8.3,379,28775973.05,39.9,Low
2021,USA,35.5052,-96.7754,Earthquake,8.0,446,76820579.58,44.1,Medium
2012,USA,35.9881,-95.1969,Hurricane/Typhoon,5.3,2957,264473797.17,77.2,High
2011,Germany,51.446,9.9942,Wildfire,6.7,293,28655892.85,32.6,Low
2014,China,35.2406,106.1419,Hurricane/Typhoon,8.7,927,62343894.23,50.3,Medium
2015,Italy,40.7654,11.7075,Wildfire,9.3,447,53613105.64,47.0,Medium
2021,Italy,41.3423,10.6437,Tornado,4.6,245,10932460.32,21.9,Low
2016,Italy,43.2767,14.51,Flood,6.8,1052,60368650.96,43.8,Medium
2012,India,20.2609,79.8938,Hurricane/Typhoon,6.6,1789,107819595.0,55.1,Medium
2013,China,34.3925,104.3097,Flood,7.2,997,57487244.54,44.5,Medium
2012,Philippines,14.0065,121.2237,Hurricane/Typhoon,8.4,1972,123228304.67,65.6,Medium
2022,Australia,-25.6987,133.6509,Hurricane/Typhoon,6.8,2854,184731060.07,74.2,High
2018,Japan,35.5507,139.8097,Wildfire,9.2,492,30810056.64,44.8,Medium
2015,India,21.3659,78.5039,Wildfire,6.2,209,19831314.0,28.9,Low
2018,Brazil,-13.0267,-53.3173,Earthquake,6.9,183,31387141.12,32.6,Low
2018,Germany,51.6014,11.5036,Hurricane/Typhoon,7.5,444,35773685.84,38.0,Low
2014,UK,53.713,-5.3953,Tornado,4.2,56,2172667.44,17.6,Low
2023,Italy,40.682,11.1624,Flood,7.8,1686,72574588.01,55.3,Medium
2012,Australia,-23.6519,133.5565,Earthquake,6.6,360,33184777.92,33.3,Low
2014,Brazil,-12.6267,-53.3119,Hurricane/Typhoon,7.1,2832,182892807.05,75.0,High
2023,Brazil,-13.7153,-51.1205,Earthquake,9.0,305,60126165.01,45.1,Medium
2017,China,34.4466,103.9696,Wildfire,5.6,440,36562643.1,30.5,Low
2022,Germany,52.2286,10.7947,Drought,4.4,1003,21762917.56,29.8,Low
2014,Japan,37.776,140.1312,Drought,5.3,795,23656263.25,31.5,Low
2021,Italy,40.1456,11.0998,Earthquake,7.4,203,18943273.43,33.5,Low
2023,Canada,57.9717,-107.5515,Hurricane/Typhoon,6.2,640,39220935.04,35.1,Low
2015,Canada,56.109,-105.8526,Hurricane/Typhoon,9.0,1795,163479929.35,70.3,High
2022,Japan,35.321,138.3317,Drought,5.0,441,4868737.64,24.9,Low
2011,Japan,35.4265,138.0457,Hurricane/Typhoon,5.2,2989,201713416.5,70.9,High
2017,USA,37.2951,-97.1874,Drought,5.5,1274,13229525.81,36.1,Low
2011,India,22.2081,78.4801,Flood,7.0,1736,52259799.35,50.6,Medium
2012,Mexico,25.0445,-101.4135,Hurricane/Typhoon,6.4,1718,142846591.39,57.1,Medium
2022,Brazil,-14.2747,-52.8533,Drought,6.7,273,7127894.44,30.2,Low
2013,Italy,43.3159,14.1433,Flood,4.6,638,16545411.09,26.4,Low
2023,Japan,34.4598,138.5376,Flood,4.4,508,7840490.28,23.5,Low
2020,USA,38.3179,-94.2294,Hurricane/Typhoon,5.6,2864,280496322.75,79.1,High
2021,Canada,56.654,-107.0164,Wildfire,7.8,107,10624065.75,33.3,Low
2020,Japan,37.1843,136.5746,Flood,8.3,215,7413978.63,36.1,Low
2016,Philippines,11.7109,122.6379,Earthquake,8.2,247,33869947.41,38.7,Low
2023,Japan,38.1517,138.6718,Flood,5.3,450,15710955.65,27.3,Low
2022,Germany,49.4782,12.3468,Earthquake,9.1,639,125708454.57,55.4,Medium
2018,Philippines,13.6815,120.0731,Flood,5.4,1132,25253856.98,35.4,Low
2015,China,36.2292,104.5962,Hurricane/Typhoon,6.1,2047,112701654.28,56.1,Medium
2011,Australia,-26.3069,131.7979,Tornado,7.1,154,10049705.15,30.9,Low
2022,USA,35.3411,-96.3331,Wildfire,7.8,490,27242340.28,38.8,Low
2016,UK,56.2344,-5.382,Wildfire,5.4,420,41523433.74,30.0,Low
2010,China,37.6972,104.4668,Wildfire,6.4,416,42412649.88,34.0,Low
2014,Germany,51.1588,11.5036,Earthquake,9.5,244,26199108.5,43.1,Medium
2018,Japan,36.9635,137.8889,Tornado,5.5,216,10328565.2,25.2,Low
2011,Italy,41.6787,11.1283,Wildfire,6.9,75,8335149.24,29.2,Low
2017,UK,54.8958,-1.949,Flood,5.6,1979,100160910.13,52.2,Medium
2015,China,34.5511,104.5617,Flood,4.4,1802,65327851.94,42.2,Medium
2020,Australia,-26.479,133.7593,Flood,7.7,2450,67363072.89,62.0,Medium
2021,Japan,36.6273,138.2465,Hurricane/Typhoon,8.4,2296,225343204.16,79.1,High
2020,USA,38.9358,-97.4424,Earthquake,7.7,346,33554158.06,37.6,Low
2014,Germany,51.1369,9.3156,Hurricane/Typhoon,8.8,2886,142903591.01,78.4,High
2019,China,36.5962,103.906,Flood,4.6,1354,41093054.9,36.0,Low
2016,India,21.3441,77.4725,Hurricane/Typhoon,6.9,372,24858785.61,33.8,Low
2023,India,19.4278,78.2648,Flood,7.9,1480,64415837.11,52.8,Medium
2020,Italy,41.7748,11.6821,Earthquake,8.8,765,79043879.45,50.8,Medium
2015,USA,36.3773,-95.1793,Drought,3.9,1314,29154693.42,31.7,Low
2011,Mexico,22.6264,-102.2968,Tornado,5.4,58,2496818.83,22.4,Low
2020,USA,36.3766,-95.5931,Hurricane/Typhoon,8.6,1389,61137566.76,54.4,Medium
2013,India,19.3627,80.0398,Wildfire,6.6,110,9147851.4,28.4,Low
2017,Japan,34.2122,137.6747,Hurricane/Typhoon,7.2,1417,138015881.63,56.8,Medium
2010,Germany,50.4167,11.9829,Flood,7.6,970,56354726.62,45.7,Medium
2019,China,34.3414,105.1237,Wildfire,5.9,566,39490916.95,33.2,Low
2018,UK,55.062,-2.1557,Flood,5.2,790,22376474.92,30.9,Low
2015,USA,37.666,-96.0243,Earthquake,8.7,201,26854044.5,39.5,Low
2019,India,19.2179,78.7366,Earthquake,9.3,516,58366789.93,48.2,Medium
2013,Philippines,12.6833,120.4216,Flood,8.3,707,12272853.13,41.5,Medium
2020,Australia,-25.3616,132.337,Tornado,5.7,23,1327868.67,23.2,Low
2011,China,35.4422,103.4964,Tornado,4.2,154,6073890.85,18.9,Low
2020,Philippines,11.0275,121.8168,Wildfire,8.2,558,30395070.87,41.4,Medium
2023,USA,35.6963,-95.6189,Drought,3.9,837,24646627.33,26.4,Low
2017,Australia,-25.6194,134.7734,Hurricane/Typhoon,7.2,2449,159138897.71,69.2,Medium
2021,UK,56.1483,-3.2376,Flood,4.9,851,17178466.11,29.8,Low
2014,Italy,40.913,11.5171,Hurricane/Typhoon,7.2,514,40387114.93,38.0,Low
2020,Philippines,12.7848,119.9387,Wildfire,9.3,190,16157765.53,40.7,Medium
2016,Australia,-24.2461,134.4511,Flood,7.4,2216,35584729.91,55.3,Medium
2011,Philippines,12.5298,120.0418,Flood,4.2,1140,46994520.22,32.9,Low
2012,USA,37.8973,-95.3837,Earthquake,9.1,218,27830267.78,41.4,Medium
2010,Japan,34.2294,138.7607,Hurricane/Typhoon,6.1,1833,129506541.03,55.7,Medium
2010,Japan,35.0063,138.6805,Earthquake,7.1,316,40168622.15,35.6,Low
2014,China,35.6666,103.9722,Drought,5.7,930,13105375.14,33.4,Low
2017,USA,36.6398,-97.2831,Drought,3.8,1267,31312702.05,31.0,Low
2011,Australia,-24.511,132.6274,Hurricane/Typhoon,6.2,2199,95133255.15,56.3,Medium
2011,China,36.1274,105.7275,Earthquake,7.8,367,29904349.2,37.9,Low
2013,Mexico,25.0714,-103.7246,Drought,4.6,770,14751418.74,27.6,Low
2018,India,21.6054,80.6433,Hurricane/Typhoon,7.4,1317,58817809.38,48.7,Medium
2012,USA,35.0911,-97.5852,Flood,4.1,1323,75222041.5,37.2,Low
2016,Australia,-25.7443,134.0424,Flood,4.2,1081,47628584.57,32.4,Low
2017,Canada,57.0974,-106.8487,Earthquake,8.3,354,61048447.76,42.8,Medium
2015,Italy,41.0782,11.6109,Drought,6.5,519,6438973.72,31.8,Low
2020,China,37.6697,105.3611,Tornado,8.2,99,2065203.58,34.0,Low
2021,USA,36.0292,-94.2308,Hurricane/Typhoon,7.2,1406,58143072.83,48.7,Medium
2021,Brazil,-15.9769,-51.1528,Flood,5.8,1745,28522749.46,43.5,Medium
2018,Germany,52.4818,10.0997,Drought,5.3,190,4395118.1,23.5,Low
2016,Canada,57.6355,-105.5004,Wildfire,5.9,323,16701975.11,28.5,Low
2019,Australia,-23.782,132.7093,Hurricane/Typhoon,5.0,2963,126364205.56,62.3,Medium
2021,Brazil,-12.802,-51.6842,Wildfire,8.6,98,6865507.37,36.1,Low
2021,USA,36.5592,-94.4271,Hurricane/Typhoon,6.5,1820,152100887.43,59.4,Medium
2012,Brazil,-14.9472,-51.3627,Hurricane/Typhoon,7.3,1824,124121468.23,59.9,Medium
2016,Australia,-26.1002,135.0269,Wildfire,7.2,467,35129150.2,37.0,Low
2020,India,20.9986,80.4991,Earthquake,7.3,527,70666615.41,41.5,Medium
2011,Brazil,-13.5086,-50.361,Earthquake,9.2,690,67210180.81,50.4,Medium
2023,Australia,-24.7392,134.7492,Tornado,6.6,115,7990329.98,28.3,Low
2017,India,21.8838,80.4829,Drought,5.2,1164,14056820.51,33.8,Low
2019,USA,38.828,-95.0515,Flood,5.0,1571,58147579.54,41.5,Medium
2016,Australia,-23.9241,133.2633,Drought,5.1,904,13000811.32,30.7,Low
2014,India,20.222,79.9663,Flood,6.9,2058,45289486.42,52.7,Medium
2010,Philippines,13.8833,122.6348,Tornado,8.4,65,3231291.37,34.6,Low
2021,Italy,42.6497,11.7862,Wildfire,6.4,264,23215547.99,30.6,Low
2015,USA,38.348,-97.616,Flood,4.5,960,50154765.24,32.6,Low
2013,Philippines,11.1381,121.5804,Flood,8.3,1850,28629823.68,54.6,Medium
2017,China,35.2327,103.6897,Earthquake,8.2,539,84206003.79,46.6,Medium
2017,China,36.5765,106.0981,Hurricane/Typhoon,6.4,1347,110505038.06,50.1,Medium
2013,Mexico,23.165,-102.3939,Flood,7.1,1637,94472094.93,54.2,Medium
2023,Philippines,14.8486,121.2899,Drought,6.0,277,5400789.7,27.3,Low
2015,Brazil,-15.8981,-51.0229,Wildfire,9.2,515,39443632.73,45.9,Medium
2011,Australia,-24.8556,133.6471,Earthquake,7.9,770,140568938.67,53.4,Medium
2020,Japan,35.8424,136.2912,Flood,7.9,315,17986253.76,36.5,Low
2015,India,20.5983,78.8127,Wildfire,6.7,598,57263978.97,38.5,Low
2018,USA,37.4326,-94.9171,Hurricane/Typhoon,8.6,1501,136911168.9,63.1,Medium
2020,USA,37.4945,-96.0031,Wildfire,9.4,128,8184142.8,39.7,Low
2015,Germany,49.1828,11.553,Tornado,8.1,202,4571761.07,34.9,Low
2010,Japan,35.5603,138.9821,Tornado,5.0,237,16235711.21,24.0,Low
2016,Canada,54.5944,-107.6823,Flood,8.4,296,10275455.96,37.6,Low
2014,India,21.3857,77.0422,Hurricane/Typhoon,7.8,2900,210566325.44,81.3,High
2013,India,18.7241,78.7052,Wildfire,5.3,139,9506806.36,23.5,Low
2011,Canada,55.5606,-106.7347,Drought,6.6,381,4732102.89,30.7,Low
2023,Japan,36.4817,138.9086,Hurricane/Typhoon,9.0,1829,134325616.36,67.7,Medium
2023,Germany,53.0435,11.0751,Hurricane/Typhoon,5.5,462,24917922.68,29.1,Low
2017,USA,35.6229,-94.9041,Flood,4.3,249,4998392.69,20.2,Low
2011,China,36.2023,102.2254,Tornado,4.6,134,9599108.91,20.7,Low
2020,Mexico,22.3847,-102.651,Hurricane/Typhoon,5.4,1888,138167526.64,54.3,Medium
2013,China,37.2948,102.4737,Wildfire,8.9,198,21836030.68,39.8,Low
2020,USA,37.1435,-93.7606,Hurricane/Typhoon,6.0,1993,180139809.91,61.9,Medium
2020,India,19.4914,78.0099,Flood,5.9,1512,75794201.25,46.3,Medium
2019,USA,37.7766,-93.9869,Earthquake,8.1,280,47553245.82,40.0,Medium
2010,USA,37.5496,-94.5481,Tornado,6.9,396,23015784.23,33.9,Low
2010,Japan,36.285,138.2385,Flood,6.7,1909,34333420.22,49.3,Medium
2022,USA,38.6566,-97.1277,Hurricane/Typhoon,6.5,1910,108583516.67,56.0,Medium
2015,China,37.8067,103.5559,Tornado,6.7,167,11910896.61,29.7,Low
2013,India,20.5412,79.9897,Tornado,6.7,296,22320543.03,32.0,Low
2012,China,36.504,104.486,Hurricane/Typhoon,5.4,2305,227073845.79,67.4,Medium
2022,Brazil,-13.7645,-53.6683,Hurricane/Typhoon,8.7,1483,112212721.14,60.9,Medium
2019,Japan,37.9073,137.5467,Flood,4.9,1454,34362519.16,37.6,Low
2013,Australia,-24.5656,132.8841,Hurricane/Typhoon,7.7,1071,92211861.06,50.7,Medium
2011,Italy,40.4271,13.6396,Earthquake,8.4,420,69516100.28,44.8,Medium
2023,Brazil,-15.4121,-52.0692,Hurricane/Typhoon,5.5,1493,116925372.29,48.6,Medium
2022,Japan,37.3598,139.5716,Flood,6.9,2235,71240486.56,57.1,Medium
2018,India,21.4582,80.6899,Hurricane/Typhoon,6.4,1343,102550171.14,49.3,Medium
2013,Japan,38.0661,139.5025,Drought,3.0,486,12752554.31,18.1,Low
2019,Japan,36.1802,139.989,Hurricane/Typhoon,8.3,2393,177194993.75,74.8,High
2013,Japan,34.404,137.9608,Drought,5.4,1075,20149202.93,34.4,Low
2023,Australia,-26.7111,132.2617,Wildfire,9.5,92,10055805.15,39.9,Low
2023,Australia,-25.076,132.8437,Wildfire,9.2,483,31077423.54,44.7,Medium
2013,Italy,42.1363,10.5994,Earthquake,8.2,333,37996156.57,39.9,Low
2015,Japan,35.0818,138.6646,Wildfire,9.2,412,44847749.01,45.4,Medium
2022,Japan,36.4148,137.5169,Flood,7.6,1769,42706055.95,52.4,Medium
2012,China,37.6779,102.5547,Wildfire,9.4,326,34773938.61,44.3,Medium
2022,USA,36.0748,-96.0844,Flood,6.7,910,51226765.58,41.0,Medium
2019,Australia,-27.2573,134.4546,Hurricane/Typhoon,8.4,1883,125727744.93,65.0,Medium
2010,Japan,37.5891,137.8841,Hurricane/Typhoon,5.6,1874,170599932.75,58.2,Medium
2014,Philippines,10.9621,122.8302,Flood,7.0,1988,100456520.79,57.9,Medium
2023,Brazil,-14.9417,-51.9239,Hurricane/Typhoon,8.4,2784,145681638.86,76.0,High
2012,USA,35.3994,-94.3622,Wildfire,5.8,463,29863112.81,30.8,Low
2012,Australia,-25.6496,132.7651,Earthquake,6.8,664,123057571.56,46.1,Medium
2018,Canada,56.876,-106.0868,Hurricane/Typhoon,5.3,389,24636222.96,27.6,Low
2014,Australia,-25.7461,133.7338,Wildfire,9.1,141,11366766.34,38.9,Low
2022,Australia,-26.1935,135.4164,Earthquake,6.6,274,49987911.58,34.1,Low
2012,China,36.2564,105.4306,Tornado,8.4,196,4484227.47,36.0,Low
2011,Japan,37.0284,136.885,Hurricane/Typhoon,7.2,1325,59300801.22,48.0,Medium
2020,Canada,55.9424,-107.1674,Tornado,5.3,105,3543258.6,22.6,Low
2023,Australia,-25.188,132.6973,Flood,4.2,920,25733259.88,28.6,Low
2010,Germany,50.8531,9.1217,Flood,8.3,515,9286580.24,39.3,Low
2012,USA,38.3592,-96.9951,Flood,6.1,1711,81348438.14,49.6,Medium
2010,Japan,37.9286,137.2326,Flood,7.8,1315,50096326.67,49.4,Medium
2015,USA,37.108,-97.4826,Flood,4.2,838,44492914.58,29.6,Low
2022,Japan,36.6359,137.7188,Wildfire,7.1,515,32063977.45,36.8,Low
2022,USA,36.0829,-95.1495,Wildfire,5.3,436,25947797.79,28.2,Low
2013,Australia,-25.1544,133.7298,Wildfire,7.5,463,51955771.33,39.8,Low
2019,India,21.1794,79.0386,Wildfire,7.6,464,47612983.38,39.8,Low
2015,Brazil,-14.5993,-51.9074,Hurricane/Typhoon,8.2,1147,50932562.89,49.4,Medium
2010,Canada,57.4978,-107.8779,Drought,4.5,713,12457869.91,26.4,Low
2012,Australia,-26.4752,131.8342,Hurricane/Typhoon,7.6,902,60430776.32,45.5,Medium
2014,China,36.895,102.7494,Wildfire,6.8,195,9973560.31,30.1,Low
2010,Japan,35.9561,138.1971,Hurricane/Typhoon,6.9,1138,77154076.56,46.7,Medium
2012,India,18.7954,80.7509,Tornado,8.2,161,6833184.3,35.1,Low
2021,India,22.2276,80.5082,Tornado,4.4,160,6605834.09,19.9,Low
2016,Germany,51.0684,12.1859,Tornado,6.2,190,7578557.03,27.5,Low
2018,Australia,-25.2431,131.8142,Flood,7.3,2500,67830968.61,61.0,Medium
2011,USA,35.9648,-95.6256,Flood,5.8,2085,63825308.26,50.4,Medium
2021,Australia,-25.7981,134.9749,Hurricane/Typhoon,8.5,2296,151546310.41,72.1,High
2011,Germany,51.8253,10.642,Wildfire,7.3,207,23868410.47,33.7,Low
2017,India,21.2325,78.7194,Wildfire,6.2,195,20152784.64,28.8,Low
2017,Japan,36.6675,137.353,Flood,4.2,249,14419635.99,20.7,Low
2022,Japan,36.4772,137.9204,Tornado,4.7,290,15686450.82,23.3,Low
2015,Canada,54.9725,-104.3759,Flood,4.2,2176,109704230.01,49.5,Medium
2018,Japan,37.8605,136.9124,Wildfire,5.5,520,55545507.93,32.8,Low
2019,Australia,-24.3583,133.2585,Hurricane/Typhoon,8.8,2663,195768088.67,81.4,High
2011,Italy,43.1275,11.8824,Wildfire,7.4,582,56909182.32,41.1,Medium
2017,Mexico,24.7432,-103.5688,Tornado,6.0,149,5913693.4,26.1,Low
2018,Germany,51.1555,11.3471,Hurricane/Typhoon,8.8,1530,134793654.72,64.0,Medium
2013,Japan,37.4963,138.4701,Tornado,5.0,137,6556937.09,22.0,Low
2019,Japan,34.5944,138.4188,Earthquake,8.6,479,70886608.56,46.3,Medium
2010,Australia,-26.3,134.2622,Drought,5.7,742,21163687.65,32.3,Low
2021,USA,36.7137,-95.9813,Hurricane/Typhoon,8.9,1667,160458154.04,68.3,Medium
2022,USA,36.0327,-94.1936,Hurricane/Typhoon,8.8,2710,143201045.5,76.6,High
2023,India,19.5304,77.9329,Tornado,5.5,316,12522629.36,26.4,Low
2020,India,18.9215,77.2884,Wildfire,5.0,488,41228871.88,29.0,Low
2018,USA,38.9702,-94.4776,Hurricane/Typhoon,9.0,308,21027926.46,41.2,Medium
2014,USA,36.2557,-94.3357,Wildfire,9.1,415,40098991.63,44.6,Medium
2017,USA,35.7509,-96.4709,Flood,8.5,537,31934482.51,42.6,Medium
2020,China,37.1457,102.959,Flood,5.8,2208,43805022.49,49.7,Medium
2010,China,36.3217,104.2943,Tornado,5.3,43,2052828.34,21.8,Low
2010,Mexico,22.2596,-101.4457,Hurricane/Typhoon,7.0,1216,98911776.74,50.1,Medium
2017,USA,38.4986,-95.05,Wildfire,8.6,417,48630256.7,43.4,Medium
2023,Australia,-24.656,135.0286,Hurricane/Typhoon,8.7,1566,125241354.07,63.0,Medium
2016,Japan,36.0451,139.0629,Flood,4.3,682,14762298.29,25.5,Low
2016,Canada,54.6344,-105.4489,Earthquake,7.2,377,56366188.6,38.2,Low
2020,Philippines,12.6113,120.2605,Hurricane/Typhoon,8.8,2561,214516600.8,82.3,High
2011,Australia,-24.4336,135.3524,Wildfire,6.6,450,28531891.02,33.8,Low
2017,USA,35.2155,-94.2977,Earthquake,6.7,559,75811844.75,40.0,Medium
2021,Canada,57.2649,-104.8897,Hurricane/Typhoon,8.3,2029,161314202.12,69.6,Medium
2017,Canada,57.1361,-104.8675,Flood,7.9,872,50526322.82,45.4,Medium
2011,India,20.5376,80.9135,Flood,8.0,1183,45043078.12,48.3,Medium
2011,Germany,50.2714,9.259,Flood,4.2,237,10290352.36,20.2,Low
2015,Philippines,14.0708,121.2621,Flood,6.2,2252,54221618.56,52.7,Medium
2019,USA,37.8114,-94.2789,Wildfire,6.2,450,50521970.68,34.4,Low
2012,Canada,56.5799,-105.8911,Hurricane/Typhoon,8.8,461,31023986.16,42.9,Medium
2011,Philippines,13.0585,121.9252,Wildfire,5.2,390,19989076.82,26.7,Low
2012,China,37.7203,102.4412,Tornado,5.9,247,18487039.15,27.9,Low
2014,China,34.7838,103.4507,Hurricane/Typhoon,6.8,1529,142947420.6,56.8,Medium
2019,Mexico,24.8969,-101.8763,Hurricane/Typhoon,6.6,317,22774728.4,31.8,Low
2020,USA,38.898,-95.913,Earthquake,7.5,127,22388441.54,33.5,Low
2019,Australia,-24.0123,133.9562,Hurricane/Typhoon,7.0,2921,254943799.65,82.7,High
2018,UK,56.0233,-3.4435,Hurricane/Typhoon,7.1,2562,146683283.31,68.7,Medium
2021,USA,36.0293,-93.7529,Hurricane/Typhoon,6.3,2532,200955096.68,70.6,High
2015,USA,36.808,-96.3949,Flood,6.2,607,12652603.29,32.1,Low
2016,Philippines,11.9028,122.3998,Wildfire,6.9,486,31243255.0,35.6,Low
2019,Japan,34.5904,139.977,Earthquake,7.9,611,95733137.34,47.3,Medium
2018,USA,35.7123,-97.2242,Drought,6.8,235,6009724.89,30.2,Low
2014,UK,57.1475,-1.5694,Flood,6.0,697,26152024.32,33.6,Low
2017,Mexico,23.7684,-102.5069,Hurricane/Typhoon,7.5,641,39341723.5,40.3,Medium
2018,USA,35.7956,-94.4836,Hurricane/Typhoon,6.0,374,35401043.32,31.3,Low
2019,China,37.7377,105.2559,Drought,3.6,800,10565437.26,23.5,Low
2016,Mexico,23.7692,-102.6352,Drought,5.5,161,2705382.1,23.9,Low
2011,India,21.617,77.3743,Hurricane/Typhoon,8.2,1169,58510064.13,50.3,Medium
2022,China,35.7937,104.5354,Wildfire,9.4,282,30573250.41,43.5,Medium
2021,Canada,57.2531,-106.1102,Hurricane/Typhoon,6.3,1810,94023680.23,52.7,Medium
2011,USA,36.9016,-97.6951,Earthquake,9.5,431,68031634.18,49.1,Medium
2023,India,21.9401,80.8383,Tornado,4.4,59,3285055.66,18.5,Low
2020,Brazil,-15.764,-53.3769,Hurricane/Typhoon,9.0,1695,79978884.68,60.9,Medium
2020,Mexico,24.7746,-101.9977,Flood,6.4,1943,54802915.9,50.5,Medium
2022,Mexico,21.8497,-103.3492,Drought,3.5,628,16525108.49,21.9,Low
2018,Canada,55.2527,-104.9411,Drought,6.9,845,9719387.07,37.0,Low
2021,Australia,-26.0707,131.8609,Drought,4.3,290,7943128.33,20.9,Low
2023,Canada,56.5416,-104.9337,Earthquake,6.3,320,55091153.14,33.9,Low
2013,Australia,-26.7751,134.0756,Hurricane/Typhoon,5.3,501,28352037.82,29.0,Low
2016,Mexico,23.8308,-102.3848,Tornado,7.7,291,22148754.52,35.9,Low
2017,Italy,42.0543,14.1853,Wildfire,5.5,463,47532105.58,31.4,Low
2013,USA,38.7654,-96.0293,Wildfire,6.2,103,6136988.68,26.4,Low
2016,USA,38.8688,-97.694,Tornado,4.2,194,8605708.35,19.6,Low
2015,USA,35.7252,-93.9514,Tornado,5.1,181,5448604.71,22.8,Low
2023,China,36.1361,105.6568,Hurricane/Typhoon,5.1,1194,99967553.62,42.3,Medium
2017,USA,38.0414,-94.4213,Wildfire,6.1,467,23522815.36,31.4,Low
2016,Brazil,-15.1367,-50.7414,Wildfire,5.8,293,15867712.76,27.7,Low
2016,Japan,36.8675,137.0199,Hurricane/Typhoon,6.4,1956,192515954.5,64.4,Medium
2021,India,20.9033,78.0374,Hurricane/Typhoon,8.6,2021,111761213.28,65.8,Medium
2011,China,33.8658,102.6484,Hurricane/Typhoon,8.0,825,61542492.64,46.4,Medium
2015,Mexico,23.9508,-100.6813,Flood,7.2,1145,68604420.03,47.1,Medium
2016,Philippines,13.795,122.5063,Flood,5.0,661,27005725.16,29.3,Low
2015,China,36.7289,105.5099,Flood,4.5,1045,36698678.54,32.1,Low
2020,USA,37.6819,-97.217,Earthquake,9.4,437,69545240.74,48.9,Medium
2014,Philippines,12.6436,120.5762,Hurricane/Typhoon,5.8,1746,89534952.59,49.6,Medium
2015,China,37.6471,103.1611,Hurricane/Typhoon,6.1,500,27563337.91,32.2,Low
2012,India,19.2244,80.0856,Tornado,7.4,278,10381736.01,33.4,Low
2020,India,22.1152,77.5228,Earthquake,7.5,64,8754436.86,31.5,Low
2017,UK,53.6312,-3.6123,Earthquake,6.8,255,41465985.67,33.9,Low
2011,Australia,-25.3627,133.3324,Flood,5.0,746,11765583.62,28.6,Low
2011,Japan,36.1436,137.1255,Drought,5.0,396,4829809.24,24.4,Low
2023,Philippines,12.9581,122.5296,Earthquake,8.3,367,62231585.03,43.1,Medium
2011,USA,37.3586,-94.1708,Flood,5.3,1200,58917793.73,39.1,Low
2011,China,36.0838,104.6444,Wildfire,7.4,237,22260545.78,34.2,Low
2016,Canada,54.1435,-104.5055,Earthquake,8.4,617,80436524.88,47.8,Medium
2011,Australia,-25.3459,132.5195,Wildfire,8.2,485,32777143.83,40.9,Medium
2021,Mexico,23.9748,-102.0346,Wildfire,9.3,415,23541412.53,43.7,Medium
2021,Germany,49.9451,9.4295,Flood,5.5,2130,104693107.66,53.8,Medium
2015,Brazil,-14.2574,-52.1967,Hurricane/Typhoon,7.8,722,53362686.25,43.8,Medium
